,id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back,program_year
4499,180113403,1642,Mill and Overlay,Paved by DPW Contractor,Completed,WIGHTMAN ST,2015,2015-05-04,MARLBOROUGH RD,KITTANNING WAY,
4500,1927415379,3089,Mill and Overlay,Paved by DPW Contractor,Completed,WIGHTMAN ST,2015,2015-05-04,KITTANNING WAY,AYLESBORO AVE,
4501,546143752,16921,Mill and Overlay,Paved by DPW Contractor,Completed,WIGHTMAN ST,2015,2015-05-04,FORBES AVE,MARLBOROUGH RD,
4502,1713300823,6445,Mill and Overlay,Paved by DPW Contractor,Completed,WOOD ST,2015,2015-11-14,FOURTH AVE,THIRD AVE,
4503,1562182544,6013,Mill and Overlay,Paved by DPW Contractor,Completed,WOODMONT ST,2015,2015-05-13,BELLEROCK ST,MURDOCH RD,
4504,427892257,6549,Mill and Overlay,Paved by DPW Contractor,Completed,WOODMONT ST,2015,2015-05-13,ARCO WAY,COLMA WAY,
4505,375619415,9160,Mill and Overlay,Paved by DPW Contractor,Completed,WOODMONT ST,2015,2015-05-13,S NEGLEY AVE,ARCO WAY,
4506,693227762,1208,Mill and Overlay,Paved by DPW Contractor,Completed,WOODMONT ST,2015,2015-05-13,COLMA WAY,WIGHTMAN ST,
4507,1913763842,5736,Mill and Overlay,Paved by DPW Contractor,Completed,YETTA AVE,2015,2015-11-02,RHINE ST,HUNNELL ST,
4508,1978926737,14112,Mill and Overlay,Paved by DPW Contractor,Completed,ZANE PL,2015,2015-11-25,VALLEY VIEW ST,NELSON RUN RD,
4509,1540643982,2144,Mill and Overlay,Paved by DPW Contractor,Completed,ZEPHYR AVE,2015,2015-07-02,ASHLYN ST,MINTON ST,
4510,392161928,11308,Mill and Overlay,Paved by DPW Contractor,Completed,ZEPHYR AVE,2015,2015-07-02,MINTON ST,SHERWOOD AVE,
4511,1439178559,16186,Mill and Overlay,Paved by DPW Contractor,Completed,ZULEMA ST,2015,2015-06-02,WELSFORD ST,BATES ST,
4512,601510969,18309,Mill and Overlay,Paved by DPW Contractor,Completed,ZULEMA ST,2015,2015-06-02,MCKEE PL,WELLSFORD ST,
4513,1579492797,15789,Mill and Overlay,Paved by Peoples Gas as part of city coop agreement.,Completed,WESTMINSTER PL,2015,2015-09-20,S AIKEN AVE,ST JAMES ST,
4514,287729826,4420,AC Overlay,Paved by DPW Contractor,Completed,SUMMERLEA ST,2015,2015-07-08,ALDER WAY,ELLSWORTH AVE,
4515,824976444,18287,AC Overlay,Paved by DPW Contractor,Completed,SUMMERLEA ST,2015,2015-07-08,HOLDEN ST,ALDER WAY,
4516,1893664509,13445,AC Overlay,Paved by DPW Contractor,Completed,SUMMERLEA ST,2015,2015-07-08,ELMER ST,HOLDEN ST,
4517,486005192,14848,Mill and Overlay,,Completed,CHARTIERS AVE,2013,2013-05-29,AZALIA ST,BUCYRUS ST,
4518,293182152,15445,Mill and Overlay,,Completed,REYNOLDS ST,2011,2011-06-21,BUCKNELL ST,S DALLAS AVE,
4519,1052770028,9830,AC Overlay,,Completed,HERROD ST,2013,2013-10-10,DANLEY ST,TITUS ST,
4520,136025613,4690,Mill and Overlay,,Completed,GENERAL ROBINSON ST E,2012,2012-06-07,RANGE WAY,FEDERAL ST S,
4521,213667685,18988,AC Overlay,,Completed,YOLA WAY,2010,2010-10-10,FREEDOM AVE,HOBSON ST,
4522,497151059,14703,Mill and Overlay,,Completed,DARTMORE ST,2010,2010-07-01,MIDWOOD AVE,PARKFIELD ST,
4523,1059404975,19213,Mill and Overlay,,Completed,CAMP ST,2009,2009-05-05,ADELAIDE ST,GYPSUM WAY,
4524,1122839031,9786,Mill and Overlay,,Completed,HARRIS AVE,2010,2010-07-07,BRETT ST,VARE ST,
4525,1607339638,7476,Mill and Overlay,,Completed,SABINA ST,2011,2011-10-20,ELYRIA WAY,HAZELWOOD AVE,
4526,924753612,20073,Mill and Overlay,,Completed,JACKSONIA ST,2013,2013-04-26,FIREMAN WAY,FIREMAN WAY,
4527,638431099,4882,AC Overlay,,Completed,PARNASSUS WAY,2012,2012-10-10,ASTOR WAY,GIBSON ST,
4528,1007669248,5400,Mill and Overlay,,Completed,CONNOR ST,2012,2012-09-04,HALDANE ST,STANLEY ST,
4529,573031717,11068,AC Overlay,,Completed,IRWIN AVE,2011,2011-10-10,CHESTER AVE,W BURGESS ST,
4530,73229,3824,AC Overlay,,Completed,FINEVIEW AVE,2013,2013-04-23,DEAD END,MYLER ST,
4531,1605686578,10557,Mill and Overlay,,Completed,BRIGHTON RD,2012,2012-05-21,ARMANDALE ST,MERO WAY,
4532,1186789415,16954,Mill and Overlay,,Completed,MONASTERY PL,2010,2010-09-08,S 18TH ST,MONASTERY AVE,
4533,1547231571,18285,Mill and Overlay,,Completed,PERROTT ST,2013,2013-06-10,BRANDON RD,SHOREHAM ST,
4534,2113820096,3481,Mill and Overlay,,Completed,DOBSON ST,2014,2014-09-01,HERRON AVE,HARDING ST,
4535,943624113,7933,Mill and Overlay,,Completed,MCKEAN ST,2009,2009-04-21,S 2ND ST,S 1ST ST,
4536,525386867,3714,Mill and Overlay,,Completed,KIRKBRIDE ST,2012,2012-07-31,ST MARKS ST,B ST,
4537,1304855761,1266,AC Overlay,,Completed,EAST ST,2012,2012-05-30,EAST ST RAMP,EAST ST,
4538,1658731919,2422,Mill and Overlay,,Completed,WILKINSBURG AVE,2011,2011-06-23,DYSART WAY,VIDETTE ST,
4539,1188279192,17011,Mill and Overlay,,Completed,ELLA ST,2014,2014-06-13,ROSINA WAY,FRIENDSHIP AVE,
4540,1940948522,11342,Mill and Overlay,,Completed,PERRYSVILLE AVE,2012,2012-05-17,KENNEDY AVE,PUSEY ST,
4541,1251304636,671,Mill and Overlay,,Completed,HOLDEN ST,2013,2013-08-14,COLLEGE AVE,AKRON WAY,
4542,857560195,13820,Mill and Overlay,,Completed,LYON ST,2010,2010-10-13,CHEROKEE ST,SHAWNEE ST,
4543,1173500891,15496,Mill and Overlay,,Completed,SOUTHERN AVE,2013,2013-05-21,MINSINGER ST,JEANNETTE ST,
4544,6718135,9517,Mill and Overlay,,Completed,FORBES AVE,2009,2009-05-06,BRIAR CLIFF RD,BEECHWOOD BLVD RAMP,
4545,778610249,3605,Mill and Overlay,,Completed,N BELLEFIELD AVE,2013,2013-07-15,BAYARD ST,FIFTH AVE,
4546,1871923834,16239,Mill and Overlay,,Completed,HAWTHORNE ST,2013,2013-07-30,HAWTHORNE CT,AMSTERDAM AVE,
4547,315256561,9228,AC Overlay,,Completed,HIGHNOTE WAY,2009,2009-09-10,NORTHERN WAY,LAUGHLIN AVE,
4548,518437324,3704,Mill and Overlay,,Completed,DEHAVEN ST,2009,2009-11-10,VALENTINE ST,LOWRIE ST,
4549,1869728643,7222,Mill and Overlay,,Completed,LUNDY ST,2012,2012-11-19,UNIVERSAL ST,ALLENDALE CIR,
4550,913468605,968,Mill and Overlay,,Completed,WILKINSBURG AVE,2011,2011-06-23,BRICELYN ST,DYSART WAY,
4551,360097908,12178,Mill and Overlay,,Completed,WILSON AVE,2012,2012-07-31,ELSDON ST,W BURGESS ST,
4552,712907224,11699,Mill and Overlay,,Completed,TARNER ST,2011,2011-08-18,BALVER AVE,WEDDLE WAY,
4553,178915917,11017,AC Overlay,,Completed,DYER ST,2013,2013-10-10,LANGTRY ST,WOODS RUN AVE,
4554,122649234,1187,Mill and Overlay,,Completed,SIMONA DR,2012,2012-05-10,FAIRFIELD ST,CAMELIA ST,
4555,443784196,10129,Mill and Overlay,,Completed,S MATHILDA ST,2012,2012-06-22,YEW ST,YEW ST,
4556,1801218570,8379,AC Overlay,,Completed,LANGTRY ST,2013,2013-10-10,DYER ST,WHITLA ST,
4557,1312987825,270,Mill and Overlay,,Completed,SHADYHILL RD,2014,2014-09-01,BELFRY WAY,DENISONVIEW ST,
4558,1561984940,5847,Mill and Overlay,,Completed,FLEMING AVE,2011,2011-07-11,UNNAMED75C WAY,DAVIS AVE,
4559,1289101280,10193,Mill and Overlay,,Completed,BREINING ST,2013,2013-06-03,SHIRE PL,EBEN ST,
4560,1995240610,13960,Mill and Overlay,,Completed,TARRAGONNA ST,2010,2010-09-02,ABNER AVE,REIFERT ST,
4561,1376207368,7035,Mill and Overlay,,Completed,CAMP ST,2009,2009-05-05,ANAHEIM ST,CHEROKEE ST,
4562,419151412,1969,Mill and Overlay,,Completed,BREINING ST,2013,2013-06-03,PONTOON WAY,GEORGETTE ST,
4563,197383152,7186,Mill and Overlay,,Completed,WOODLAND AVE,2012,2012-07-31,LUDENE WAY,BRIGHTON RD,
4564,102745046,9217,Mill and Overlay,,Completed,JACKSONIA ST,2013,2013-04-26,VETO ST,ARCH ST,
4565,947630077,7133,AC Overlay,,Completed,PARNASSUS WAY,2012,2012-10-10,ELKTON ST,CAMERON WAY,
4566,788010224,15325,Mill and Overlay,,Completed,SWISSVALE AVE,2013,2013-08-02,CRESTLINE DR,CITY LIMIT,
4567,340753064,7994,AC Overlay,,Completed,COMRIE WAY,2014,2014-01-16,GROSS ST,GOODWOOD WAY,
4568,436482040,780,Mill and Overlay,,Completed,SPRING WAY,2012,2012-07-05,30TH ST,29TH ST,
4569,2036809367,19431,Mill and Overlay,,Completed,45TH ST,2013,2013-08-20,SHERROD AVE,DAVISON ST,
4570,499709729,14301,AC Overlay,,Completed,HOMERIDGE DR,2011,2011-10-17,MARINA DR,MAPLEDALE DR,
4571,1754736227,5609,AC Overlay,,Completed,CHUTE WAY,2013,2013-10-10,COLBY ST,MANUEL WAY,
4572,564424265,18906,Mill and Overlay,,Completed,MAIN ST,2012,2012-05-11,PENN AVE,GARDEN WAY,
4573,1106726925,13409,AC Overlay,,Completed,QUARRY WAY,2010,2010-10-10,S 18TH ST,S 18TH ST,
4574,470111810,11987,Mill and Overlay,,Completed,DUNCAN ST,2014,2014-09-01,53RD ST,MCCANDLESS AVE,
4575,635572868,550,Mill and Overlay,,Completed,REYNOLDS ST,2013,2013-10-14,S LEXINGTON ST,S HOMEWOOD AVE,
4576,1550377170,810,Mill and Overlay,,Completed,ALGER ST,2014,2014-06-27,NANTASKET ST,HOOSAC ST,
4577,1053885279,13733,Mill and Overlay,,Completed,VIRUTH ST,2012,2012-05-23,BRIGHTON RD,MCCLURE AVE,
4578,390923092,13693,AC Overlay,,Completed,PERRYSVILLE AVE,2012,2012-05-16,BUENA VISTA ST,LANGLEY ST,
4579,1295823810,7269,Mill and Overlay,,Completed,LENORA ST,2009,2009-10-19,SHETLAND ST,VENUS WAY,
4580,612048476,467,Mill and Overlay,,Completed,WOODBOURNE AVE,2013,2013-09-11,SUSSEX AVE,THISTLE WAY,
4581,878024454,12875,Mill and Overlay,,Completed,WOODBOURNE AVE,2013,2013-09-11,QUEENSBORO AVE,BRIAR WAY,
4582,308395804,14395,Mill and Overlay,,Completed,ELWOOD ST,2013,2013-09-16,LAMONT PL,COLLEGE AVE,
4583,1187526525,8697,Mill and Overlay,,Completed,LINCOLN AVE,2012,2012-05-11,MANNING ST,VASSAR ST,
4584,693815474,12268,Mill and Overlay,,Completed,GREENTREE RD,2012,2012-06-19,MCKNIGHT ST,MCCARTNEY ST,
4585,1415262844,11789,AC Overlay,,Completed,HOMERIDGE DR,2011,2011-10-17,MAPLEDALE DR,GATES DR,
4586,797059563,10042,Mill and Overlay,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST,
4587,1884157314,15802,Mill and Overlay,,Completed,LEMINGTON AVE,2012,2012-10-11,MISSOURI ST,WARDSONS ST,
4588,678104718,13294,Mill and Overlay,,Completed,26TH ST,2011,2011-09-20,SPRUCE WAY,RAILROAD ST,
4589,269547543,10477,AC Overlay,,Completed,SUMNER ST,2012,2012-10-10,NILES ST,BURHAM ST,
4590,250486914,13897,AC Overlay,,Completed,KINGWOOD ST,2012,2012-10-10,HOMEHURST AVE,DEAD END,
4591,1156648504,18151,AC Overlay,,Completed,OSWEGO ST,2011,2011-10-21,WYONA WAY,TERMON AVE,
4592,446644642,2706,Mill and Overlay,,Completed,SANTRON AVE,2012,2012-07-25,AZUR WAY,WESTMONT AVE,
4593,191066712,7503,Mill and Overlay,,Completed,GARDNER ST,2012,2012-05-31,HATTERAS ST,HERMAN ST,
4594,1905914389,12113,Mill and Overlay,,Completed,SUMMERLEA ST,2014,2014-08-27,WALNUT ST,ELWOOD ST,
4595,1062610166,15516,Mill and Overlay,,Completed,KINCAID ST,2014,2014-09-01,N WINEBIDDLE ST,N MILLVALE AVE,
4596,1456944034,7581,Mill and Overlay,,Completed,MILLINGTON RD,2014,2014-06-27,MELBOURNE ST,NORFOLK ST,
4597,1619006906,9532,Mill and Overlay,,Completed,BROSVILLE ST,2012,2012-06-11,ST MARTIN ST,E WARRINGTON AVE,
4598,544731276,11759,Mill and Overlay,,Completed,LEMINGTON AVE,2014,2014-06-30,ELROD WAY,LINCOLN AVE,
4599,1027971521,15071,Mill and Overlay,,Completed,REYNOLDS ST,2013,2013-10-14,LE ROI RD,S LANG AVE,
4600,2088659113,15034,Mill and Overlay,,Completed,WILMOT RD RAMP,2014,2014-05-09,PANTHER HOLLOW BRG,WILMOT RD,
4601,1075264676,11131,Mill and Overlay,,Completed,N ATLANTIC AVE,2014,2014-09-01,CORNWALL ST,ENGLESIDE AVE,
4602,2030415993,15714,Mill and Overlay,,Completed,SIMONA DR,2012,2012-05-10,WOODBINE ST,FARMINGTON ST,
4603,203161554,11354,Mill and Overlay,,Completed,JOSEPHINE ST,2012,2012-06-08,S 27TH ST,S 26TH ST,
4604,1166842624,19085,Mill and Overlay,,Completed,VOSKAMP ST,2009,2009-07-28,TANNER ST,BASIN ST,
4605,282658808,3660,Mill and Overlay,,Completed,E ELIZABETH ST,2013,2013-06-18,ELECTRIC ST,AMPERE ST,
4606,867031750,9544,Mill and Overlay,,Completed,KENTUCKY AVE,2014,2014-09-01,BELLEFONTE ST,TEMPLE WAY,
4607,1203914052,10665,Mill and Overlay,,Completed,FARONIA ST,2012,2012-08-29,LADOGA ST,WYNETT ST,
4608,1783610356,5634,Mill and Overlay,,Completed,MOONEY RD,2013,2013-09-19,GOLDENROD ST,WEST RUN RD,
4609,1436915420,13953,AC Overlay,,Completed,CARRICK AVE,2010,2010-06-25,DIEHL AVE,RADIANT ST,
4610,2055906441,7411,Mill and Overlay,utility paving,Completed,FRANKSTOWN AVE,2015,2015-08-30,TOKAY ST,BLACKADORE ST,
4611,306143804,15197,Mill and Overlay,utility paving,Completed,DELGER ST,2015,2015-09-30,MAYFIELD AVE,DEAD END,
4612,302325008,8389,Mill and Overlay,utility paving,Completed,CYPRESS ST,2015,2015-09-30,S MATHILDA ST,EDMOND ST,
4613,895243048,18473,Mill and Overlay,utility paving,Completed,LYMAN ST,2015,2015-09-30,PANSY WAY,EAST END AVE,
4614,864162389,7147,Mill and Overlay,utility paving,Completed,LYMAN ST,2015,2015-09-30,PEEBLES ST,PANSY WAY,
4615,1284567526,12601,Mill and Overlay,,Completed,LILAC ST,2012,2012-04-20,SALINE ST,BEECHWOOD BLVD,
4616,797748274,11201,Mill and Overlay,,Completed,SANDUSKY ST N,2014,2014-09-01,PRESS WAY,PARKHURST ST,
4617,419132611,10229,Mill and Overlay,,Completed,TYNDALL ST,2012,2012-06-15,HUXLEY ST,UNIVERSAL ST,
4618,1564985718,16619,Mill and Overlay,,Completed,32ND ST,2009,2009-04-21,MULBERRY WAY,SMALLMAN ST,
4619,1136254941,19513,Mill and Overlay,,Completed,LINCOLN AVE,2012,2012-05-11,CITY LIMIT,TRAVELLA BLVD,
4620,455741895,17121,Mill and Overlay,,Completed,FIFTH AVE,2014,2014-06-23,EMERSON ST,S HIGHLAND AVE,
4621,262788879,5620,Mill and Overlay,,Completed,SANTRON AVE,2012,2012-07-25,SPOKANE AVE,AMZI WAY,
4622,688845325,12936,Mill and Overlay,,Completed,HOLDEN ST,2013,2013-08-14,ROSARY WAY,SUMMERLEA ST,
4623,1732066404,16734,Mill and Overlay,,Completed,SALINE ST,2012,2012-11-13,FEDERAL HILL ST,LANDVIEW RD,
4624,1778478168,15183,Mill and Overlay,,Completed,CEMETERY ST,2012,2012-08-20,MEADVILLE ST,MORRIS AVE,
4625,706987850,7252,Mill and Overlay,,Completed,VINE ST,2012,2012-05-21,COLWELL ST,OUR WAY,
4626,2073661779,13869,Mill and Overlay,,Completed,WILTSIE ST,2010,2010-08-25,WARDSONS ST,HIGHLAND DR,
4627,1428569025,1929,Mill and Overlay,,Completed,S 4TH ST,2009,2009-04-21,MCKEAN ST,BINGHAM ST,
4628,603505556,17050,Mill and Overlay,,Completed,BREINING ST,2013,2013-06-03,CLIPPERT WAY,BROOKLINE BLVD,
4629,1312167328,11932,AC Overlay,,Completed,SUNNYLAND AVE,2012,2012-10-10,VALLINE WAY,SANDERSON AVE,
4630,2134363468,17656,Mill and Overlay,,Completed,S HOMEWOOD AVE,2014,2014-06-04,EDGERTON AVE,S HOMEWOOD AVE,
4631,532461427,12808,Mill and Overlay,,Completed,MOREWOOD AVE,2012,2012-06-02,FIFTH AVE,CASTLEMAN ST,
4632,1294803540,19002,Mill and Overlay,,Completed,MCCLURE AVE,2012,2012-05-23,TERMON AVE,ORCHLEE ST,
4633,1269540686,7223,Mill and Overlay,,Completed,FRIENDSHIP AVE,2012,2012-05-15,S ATLANTIC AVE,FREDERICKA ST,
4634,2997272,4309,Mill and Overlay,,Completed,LINCOLN AVE,2012,2012-05-11,JOSHUA ST,WILTSIE ST,
4635,549608966,6285,Mill and Overlay,,Completed,CEDAR AVE,2014,2014-07-03,E OHIO ST,VIRGIN WAY,
4636,79781915,4196,Mill and Overlay,Utility Paving,Completed,JACKSON ST,2015,2015-08-31,HETHS AVE,HIGHVIEW ST,
4637,1396948004,5489,Mill and Overlay,Utility Paving,Completed,JACKSON ST,2015,2015-08-31,SAMANTHA WAY,HETHS AVE,
4638,194708076,4128,Mill and Overlay,Utility Paving,Completed,JACKSON ST,2015,2015-08-31,N NEGLEY AVE,SAMANTHA WAY,
4639,66838854,222,Mill and Overlay,Utility Paving,Completed,HIGHVIEW ST,2015,2015-08-31,WELLESLEY AVE,AVONDALE PL,
4640,260180544,16171,Mill and Overlay,Utility Paving,Completed,HIGHVIEW ST,2015,2015-08-31,AVONDALE PL,MAPLETON WAY,
4641,1332859692,7201,Mill and Overlay,Utility Paving,Completed,HIGHVIEW ST,2015,2015-08-31,MAPLETON WAY,JACKSON ST,
4642,604902236,17341,Mill and Overlay,Utility Paving,Completed,HIGHVIEW ST,2015,2015-08-31,JACKSON ST,SPRINGER WAY,
4643,35519320,14926,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,VERSE WAY,GREENWOOD ST,
4644,1845573985,2266,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,STANDISH ST,PALMYRA WAY,
4645,1042262772,8065,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,PALMYRA WAY,BISHOP ST,
4646,749093826,13732,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,BISHOP ST,VERSE WAY,
4647,1282379573,14924,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,CONEWAGO WAY,STANDISH ST,
4648,251977233,12330,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,MANISTEE ST,CONEWAGO WAY,
4649,1383906336,17716,Mill and Overlay,Utility Paving,Completed,CHISLETT ST,2015,2015-08-31,GAEL WAY,LEON WAY,
4650,159817572,3334,Mill and Overlay,Utility Paving,Completed,STANDISH ST,2015,2015-08-31,ANTIETAM ST,CHISLETT ST,
4651,1322082151,4195,Mill and Overlay,Utility Paving,Completed,GREENWOOD ST,2015,2015-08-31,PROSE WAY,CHISLETT ST,
4652,329608601,13775,Mill and Overlay,Utility Paving,Completed,GREENWOOD ST,2015,2015-08-31,CHISLETT ST,SWAN WAY,
4653,709210971,66,Mill and Overlay,Utility Paving,Completed,GREENWOOD ST,2015,2015-08-31,ANTIETAM ST,PROSE WAY,
4654,2077880692,15122,Mill and Overlay,Utility Paving,Completed,CARNEGIE ST,2015,2015-08-31,55TH ST,54TH ST,
4655,1735640649,16674,Mill and Overlay,Utility Paving,Completed,NATRONA WAY,2015,2015-08-31,54TH ST,53RD ST,
4656,732365594,606,Mill and Overlay,Utility Paving,Completed,NATRONA WAY,2015,2015-08-31,55TH ST,54TH ST,
4657,1086850859,3880,Mill and Overlay,Utility Paving,Completed,GARNET WAY,2015,2015-08-31,ESSEX WAY,LIBERTY AVE,
4658,1419230844,4005,Mill and Overlay,Utility Paving,Completed,N FAIRMOUNT ST,2015,2015-08-31,BROAD ST,DUNKIRK ST,
4659,1436821521,7390,Mill and Overlay,Utility Paving,Completed,N FAIRMOUNT ST,2015,2015-08-31,DUNKIRK ST,PENN AVE,
4660,88726904,11240,Mill and Overlay,Utility Paving,Completed,BROAD ST,2015,2015-08-31,N NEGLEY AVE,N FAIRMOUNT ST,
4661,1909397975,4962,Mill and Overlay,Utility Paving,Completed,HURON ST,2015,2015-08-31,OPORTO ST,YARD WAY,
4662,917428860,17724,Mill and Overlay,Utility Paving,Completed,SHAMOKIN ST,2015,2015-08-31,OPORTO ST,YARD WAY,
4663,345312052,5429,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,DAVIS AVE,FAIRLEE ST,
4664,2037325179,16015,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,FAIRLEE ST,FALCK AVE,
4665,1788380297,3995,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,FALCK AVE,CHIDELL ST,
4666,1522738490,6348,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,CHIDELL ST,RANKIN AVE,
4667,886661167,8449,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,RANKIN AVE,ANTRIM ST,
4668,845134783,18846,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,ANTRIM ST,HYBLA ST,
4669,971838639,13320,Mill and Overlay,Utility Paving,Completed,CALIFORNIA AVE,2015,2015-08-31,HYBLA ST,BAINTON ST,
4670,1679491063,2188,Mill and Overlay,Utility Paving,Completed,SPRING GARDEN AVE,2015,2015-08-31,CHESTNUT ST,PASCOE WAY,
4671,2092556431,7115,Mill and Overlay,Utility Paving,Completed,SPRING GARDEN AVE,2015,2015-08-31,PASCOE WAY,TURTLE WAY,
4672,548714157,16314,Mill and Overlay,Utility Paving,Completed,SPRING GARDEN AVE,2015,2015-08-31,TURTLE WAY,MADISON AVE,
4673,999631330,14020,Mill and Overlay,Utility Paving,Completed,LOMBARD ST,2015,2015-08-31,REED ST,NIGH WAY,
4674,1747926917,16182,Mill and Overlay,Utility Paving,Completed,LOMBARD ST,2015,2015-08-31,NIGH WAY,DEAD END,
4675,2043630992,1725,Mill and Overlay,Utility Paving,Completed,ELMER ST,2015,2015-08-31,URN WAY,FILBERT ST,
4676,1073154666,1052,Mill and Overlay,Utility Paving,Completed,ELMER ST,2015,2015-08-31,IVY ST,URN WAY,
4677,920760286,17408,Mill and Overlay,Utility Paving,Completed,ELMER ST,2015,2015-08-31,MYRTLE WAY,IVY ST,
4678,1319782514,11137,Mill and Overlay,Utility Paving,Completed,ELMER ST,2015,2015-08-31,S NEGLEY AVE,MYRTLE WAY,
4679,737288695,9995,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,FIFTH AVE,KENTUCKY AVE,
4680,1759440316,12730,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,KENTUCKY AVE,HOWE ST,
4681,1432979171,11667,Mill and Overlay,,Completed,WILKINS AVE,2013,2013-07-11,WARWICK TER,FIFTH AVE,
4682,837346318,5666,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,HOWE ST,SELLERS ST,
4683,668818313,13351,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,SELLERS ST,WALNUT ST,
4684,1350781154,12005,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,WALNUT ST,ALDER ST,
4685,834539125,13300,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,ALDER ST,MARCHAND ST,
4686,1106896035,11898,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,MARCHAND ST,AURELIA ST,
4687,1634991382,12829,Mill and Overlay,Utility Paving,Completed,SHADY AVE,2015,2015-08-31,AURELIA ST,ELLSWORTH AVE,
4688,618710026,5829,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,STRATTON LN,S HIGHLAND AVE,
4689,1501813987,15654,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,EMERSON ST,STRATTON LN,
4690,559545214,2231,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,PURITAN WAY,EMERSON ST,
4691,1049244217,1294,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,SHADY AVE,PURITAN WAY,
4692,2068991320,11438,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,CORNELIUS WAY,SHADY AVE,
4693,1855295578,913,Mill and Overlay,Utility Paving,Completed,HOWE ST,2015,2015-08-31,DENNISTON ST,CORNELIUS WAY,
4694,906228736,2938,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,ALDER ST,ELLSWORTH AVE,
4695,141752881,16367,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,WALNUT ST,ALDER ST,
4696,323614002,15684,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,SELLERS ST,WALNUT ST,
4697,1578941854,9221,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,HOWE ST,SELLERS ST,
4698,1545033788,4916,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,KENTUCKY AVE,HOWE ST,
4699,109100032,915,Mill and Overlay,Utility Paving,Completed,EMERSON ST,2015,2015-08-31,FIFTH AVE,KENTUCKY AVE,
4700,2138971796,13978,Mill and Overlay,Utility Paving,Completed,FLAVIAN WAY,2015,2015-08-31,DEAD END,FINLAND ST,
4701,1736818868,19583,Mill and Overlay,Utility Paving,Completed,BRAHM ST,2015,2015-08-31,OVERBECK ST,SOLAR ST,
4702,1980572565,9476,Mill and Overlay,Utility Paving,Completed,FORT PITT BLVD,2015,2015-08-31,WOOD ST,MARKET ST,
4703,1008611836,9082,Mill and Overlay,Utility Paving,Completed,LEANDER ST,2015,2015-08-31,RUST WAY,DEAD END,
4704,608128913,17254,Mill and Overlay,Utility Paving,Completed,MEYRAN AVE,2015,2015-08-31,LOUISA ST,FRESCO WAY,
4705,1521013498,11861,Mill and Overlay,Utility Paving,Completed,MEYRAN AVE,2015,2015-08-31,BATES ST,LOUISA ST,
4706,1809223923,6618,Mill and Overlay,Utility Paving,Completed,GEYER AVE,2015,2015-08-31,ECKERT ST,OXFIELD ST,
4707,1539869988,8952,Mill and Overlay,Utility Paving,Completed,HASTINGS ST,2015,2015-08-31,BEECHWOOD BLVD,LIGHT WAY,
4708,779420972,18680,Mill and Overlay,Utility Paving,Completed,HASTINGS ST,2015,2015-08-31,LIGHT WAY,FENNIMORE ST,
4709,2135083458,7265,Mill and Overlay,Utility Paving,Completed,HASTINGS ST,2015,2015-08-31,FENNIMORE ST,EDGERTON AVE,
4710,1749379420,10675,Mill and Overlay,Utility Paving,Completed,HASTINGS ST,2015,2015-08-31,EDGERTON AVE,REYNOLDS ST,
